word,max_lem_cat,max_lem_lemma,marking
tradicional,ADJECTIVE,tradicional,
trágico,ADJECTIVE,trágico,
traicionero,ADJECTIVE,traicionero,
traidor,ADJECTIVE,traidor,
traidores,ADJECTIVE,traidor,
tramposo,ADJECTIVE,tramposo,
tranquila,ADJECTIVE,tranquilo,
tranquilo,ADJECTIVE,tranquilo,
tranquilos,ADJECTIVE,tranquilo,
trans,ADJECTIVE,trans,
translúcido,ADJECTIVE,translúcido,
transparente,ADJECTIVE,transparente,
transparentes,ADJECTIVE,transparente,
trascendente,ADJECTIVE,trascendente,
trasero,ADJECTIVE,trasero,
trasparente,ADJECTIVE,trasparente,
travieso,ADJECTIVE,travieso,
tremendo,ADJECTIVE,tremendo,
triángulos,ADJECTIVE,triángulo,
triste,ADJECTIVE,triste,
tristes,ADJECTIVE,triste,
triunfante,ADJECTIVE,triunfante,
trivial,ADJECTIVE,trivial,
trompeta,ADJECTIVE,trompeta,
tropical,ADJECTIVE,tropical,
trucha,ADJECTIVE,trucho,
trucho,ADJECTIVE,trucho,
tupido,ADJECTIVE,tupido,
turbio,ADJECTIVE,turbio,
turquesa,ADJECTIVE,turquesa,
última,ADJECTIVE,último,
último,ADJECTIVE,último,
única,ADJECTIVE,único,
únicas,ADJECTIVE,único,
único,ADJECTIVE,único,
únicos,ADJECTIVE,único,
unida,ADJECTIVE,unido,
uniforme,ADJECTIVE,uniforme,
uniformes,ADJECTIVE,uniforme,
universal,ADJECTIVE,universal,
universitaria,ADJECTIVE,universitario,
universitario,ADJECTIVE,universitario,
universitarios,ADJECTIVE,universitario,
urbana,ADJECTIVE,urbano,
urbano,ADJECTIVE,urbano,
urgente,ADJECTIVE,urgente,
uruguaya,ADJECTIVE,uruguayo,
uruguayo,ADJECTIVE,uruguayo,
uruguayos,ADJECTIVE,uruguayo,
usada,ADJECTIVE,usado,
usual,ADJECTIVE,usual,
útil,ADJECTIVE,útil,
útiles,ADJECTIVE,útil,
utilizable,ADJECTIVE,utilizable,
utópico,ADJECTIVE,utópico,
vacante,ADJECTIVE,vacante,
vacilante,ADJECTIVE,vacilante,
vaga,ADJECTIVE,vago,
vagos,ADJECTIVE,vago,
valeroso,ADJECTIVE,valeroso,
válido,ADJECTIVE,válido,
valiente,ADJECTIVE,valiente,
valientes,ADJECTIVE,valiente,
valiosa,ADJECTIVE,valioso,
valioso,ADJECTIVE,valioso,
valiosos,ADJECTIVE,valioso,
valorable,ADJECTIVE,valorable,
vándalo,ADJECTIVE,vándalo,
vanidoso,ADJECTIVE,vanidoso,
vano,ADJECTIVE,vano,
variable,ADJECTIVE,variable,
variables,ADJECTIVE,variable,
variadas,ADJECTIVE,variado,
variado,ADJECTIVE,variado,
variados,ADJECTIVE,variado,
varonil,ADJECTIVE,varonil,
vasto,ADJECTIVE,vasto,
vecinal,ADJECTIVE,vecinal,
vecinas,ADJECTIVE,vecino,H
vegetal,ADJECTIVE,vegetal,
vegetales,ADJECTIVE,vegetal,
vegetariano,ADJECTIVE,vegetariano,
velar,ADJECTIVE,velar,
veloz,ADJECTIVE,veloz,
vencido,ADJECTIVE,vencer,
vendido,ADJECTIVE,vendido,
venenosa,ADJECTIVE,venenoso,
venenoso,ADJECTIVE,venenoso,
ventajero,ADJECTIVE,ventajero,
venturoso,ADJECTIVE,venturoso,
veraz,ADJECTIVE,veraz,
verbal,ADJECTIVE,verbal,
verdadera,ADJECTIVE,verdadero,
verdadero,ADJECTIVE,verdadero,
verde,ADJECTIVE,verde,
verdes,ADJECTIVE,verde,
vergonzoso,ADJECTIVE,vergonzoso,
verídico,ADJECTIVE,verídico,
versátil,ADJECTIVE,versátil,
vertical,ADJECTIVE,vertical,
vespertino,ADJECTIVE,vespertino,
vetusto,ADJECTIVE,vetusto,
viable,ADJECTIVE,viable,
viajero,ADJECTIVE,viajero,
vicioso,ADJECTIVE,vicioso,
victimario,ADJECTIVE,victimario,
victorioso,ADJECTIVE,victorioso,
vieja,ADJECTIVE,viejo,
viejas,ADJECTIVE,viejo,
viejo,ADJECTIVE,viejo,
viejos,ADJECTIVE,viejo,
vigente,ADJECTIVE,vigente,
vigilante,ADJECTIVE,vigilante,
vigoroso,ADJECTIVE,vigoroso,
vil,ADJECTIVE,vil,
villano,ADJECTIVE,villano,
violenta,ADJECTIVE,violento,
violento,ADJECTIVE,violento,
viral,ADJECTIVE,viral,
viril,ADJECTIVE,viril,
virtual,ADJECTIVE,virtual,
virtuoso,ADJECTIVE,virtuoso,
viscosa,ADJECTIVE,viscoso,
viscoso,ADJECTIVE,viscoso,
visible,ADJECTIVE,visible,
visionario,ADJECTIVE,visionario,
visitante,ADJECTIVE,visitante,
vistoso,ADJECTIVE,vistoso,
visual,ADJECTIVE,visual,
vital,ADJECTIVE,vital,
vitales,ADJECTIVE,vital,
vitalicio,ADJECTIVE,vitalicio,
viva,ADJECTIVE,vivo,
vivaz,ADJECTIVE,vivaz,
vívido,ADJECTIVE,vívido,
vividor,ADJECTIVE,vividor,
viviente,ADJECTIVE,viviente,
vivo,ADJECTIVE,vivo,
vivos,ADJECTIVE,vivo,
vocal,ADJECTIVE,vocal,
vocales,ADJECTIVE,vocal,
volador,ADJECTIVE,volador,
voladora,ADJECTIVE,volador,
volátil,ADJECTIVE,volátil,
voluble,ADJECTIVE,voluble,
voluminoso,ADJECTIVE,voluminoso,
voluntario,ADJECTIVE,voluntario,
voluntarioso,ADJECTIVE,voluntarioso,
voluptuoso,ADJECTIVE,voluptuoso,
voraz,ADJECTIVE,voraz,
vulgar,ADJECTIVE,vulgar,
vulnerable,ADJECTIVE,vulnerable,
web,ADJECTIVE,web,
zamba,ADJECTIVE,zambo,
zorrillo,ADJECTIVE,zorrillo,
acerca,ADPOSITION,acerca,
al,ADPOSITION,al,
al,ADPOSITION,al,
al,ADPOSITION,al,
al,ADPOSITION,al,
alrededor,ADPOSITION,alrededor,
de,ADPOSITION,de,
ante,ADPOSITION,ante,
antes,ADPOSITION,antes,
aparte,ADPOSITION,aparte,
bajo,ADPOSITION,bajo,
cerca,ADPOSITION,cerca,
con,ADPOSITION,con,
contra,ADPOSITION,contra,
a,ADPOSITION,a,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
debajo,ADPOSITION,debajo,
de,ADPOSITION,de,
del,ADPOSITION,del,
del,ADPOSITION,del,
delante,ADPOSITION,delante,
dentro,ADPOSITION,dentro,
desde,ADPOSITION,desde,
después,ADPOSITION,después,
detrás,ADPOSITION,detrás,
de,ADPOSITION,de,
de,ADPOSITION,de,
durante,ADPOSITION,durante,
en,ADPOSITION,en,
en,ADPOSITION,en,
en,ADPOSITION,en,
en,ADPOSITION,en,
encima,ADPOSITION,encima,
entre,ADPOSITION,entre,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
favor,ADPOSITION,favor,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
gracias,ADPOSITION,gracias,
de,ADPOSITION,de,
hacia,ADPOSITION,hacia,
hasta,ADPOSITION,hasta,
hasta,ADPOSITION,hasta,
de,ADPOSITION,de,
junto,ADPOSITION,junto,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
de,ADPOSITION,de,
para,ADPOSITION,para,
para,ADPOSITION,para,
para,ADPOSITION,para,
para,ADPOSITION,para,
de,ADPOSITION,de,
del,ADPOSITION,del,
partir,ADPOSITION,partir,
de,ADPOSITION,de,
pesar,ADPOSITION,pesar,
por,ADPOSITION,por,
por,ADPOSITION,por,
favor,ADPOSITION,favor,
por,ADPOSITION,por,
pro,ADPOSITION,pro,
de,ADPOSITION,de,
respecto,ADPOSITION,respecto,
de,ADPOSITION,de,
según,ADPOSITION,según,
de,ADPOSITION,de,
sin,ADPOSITION,sin,
so,ADPOSITION,so,
sobre,ADPOSITION,sobre,
torno,ADPOSITION,torno,
de,ADPOSITION,de,
tras,ADPOSITION,tras,
de,ADPOSITION,de,
abajo,ADVERB,abajo,
acá,ADVERB,acá,
acaso,ADVERB,acaso,
adelante,ADVERB,adelante,
además,ADVERB,además,
adentro,ADVERB,adentro,
afuera,ADVERB,afuera,
ahí,ADVERB,ahí,
ahora,ADVERB,ahora,
allá,ADVERB,allá,
allí,ADVERB,allí,
antaño,ADVERB,antaño,
apenas,ADVERB,apenas,
aprisa,ADVERB,aprisa,
aquí,ADVERB,aquí,
arriba,ADVERB,arriba,
así,ADVERB,así,
asimismo,ADVERB,asimismo,
atrás,ADVERB,atrás,
aún,ADVERB,aún,
ayer,ADVERB,ayer,
bastante,ADVERB,bastante,
bien,ADVERB,bien,
bien,ADVERB,bien,
bordo,ADVERB,bordo,
casi,ADVERB,casi,
casi,ADVERB,casi,
siempre,ADVERB,siempre,
claro,ADVERB,claro,
continuación,ADVERB,continuación,
contrario,ADVERB,contrario,
convenido,ADVERB,convenido,
cuanto,ADVERB,cuanto,
frente,ADVERB,frente,
más,ADVERB,más,
repente,ADVERB,repente,
demasía,ADVERB,demasía,
demasiado,ADVERB,demasiado,
deprisa,ADVERB,deprisa,
despacio,ADVERB,despacio,
despacito,ADVERB,despacito,
diariamente,ADVERB,diariamente,
ejemplo,ADVERB,ejemplo,
seguida,ADVERB,seguida,
enfrente,ADVERB,enfrente,
enseguida,ADVERB,enseguida,
entonces,ADVERB,entonces,
así,ADVERB,así,
escondidas,ADVERB,escondidas,
bien,ADVERB,bien,
frecuentemente,ADVERB,frecuentemente,
frente,ADVERB,frente,
frente,ADVERB,frente,
sí,ADVERB,sí,
gratis,ADVERB,gratis,
luego,ADVERB,luego,
hoy,ADVERB,hoy,
ídem,ADVERB,ídem,
inmediatamente,ADVERB,inmediatamente,
jamás,ADVERB,jamás,
lejos,ADVERB,lejos,
lentamente,ADVERB,lentamente,
tarde,ADVERB,tarde,
luego,ADVERB,luego,
más,ADVERB,más,
más,ADVERB,más,
allá,ADVERB,allá,
más,ADVERB,más,
más,ADVERB,más,
más,ADVERB,más,
menos,ADVERB,menos,
más,ADVERB,más,
más,ADVERB,más,
tarde,ADVERB,tarde,
menos,ADVERB,menos,
miniatura,ADVERB,miniatura,
mucho,ADVERB,mucho,
muy,ADVERB,mucho,
muy,ADVERB,mucho,
muy,ADVERB,mucho,
nado,ADVERB,nado,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
no,ADVERB,no,
nuevamente,ADVERB,nuevamente,
nunca,ADVERB,nunca,
siempre,ADVERB,siempre,
poco,ADVERB,poco,
poco,ADVERB,poco,
claro,ADVERB,claro,
poco,ADVERB,poco,
posiblemente,ADVERB,posiblemente,
probablemente,ADVERB,probablemente,
pronto,ADVERB,pronto,
quizá,ADVERB,quizá,
quizás,ADVERB,quizás,
realmente,ADVERB,realmente,
recién,ADVERB,recién,
repente,ADVERB,repente,
bien,ADVERB,bien,
sí,ADVERB,sí,
siempre,ADVERB,siempre,
sobra,ADVERB,sobra,
solamente,ADVERB,solamente,
sólo,ADVERB,sólo,
soslayo,ADVERB,soslayo,
suavemente,ADVERB,suavemente,
supuesto,ADVERB,supuesto,
también,ADVERB,también,
tanto,ADVERB,tanto,
tarde,ADVERB,tarde,
temprano,ADVERB,temprano,
todavía,ADVERB,todavía,
tope,ADVERB,tope,
totalmente,ADVERB,totalmente,
poco,ADVERB,poco,
verdaderamente,ADVERB,verdaderamente,
ya,ADVERB,ya,
ya,ADVERB,ya,
aunque,CONJUNCTION,aunque,
y,CONJUNCTION,y,
como,CONJUNCTION,como,
cuando,CONJUNCTION,cuando,
e,CONJUNCTION,e,
y,CONJUNCTION,y,
mas,CONJUNCTION,mas,
o,CONJUNCTION,o,
mientras,CONJUNCTION,mientras,
ni,CONJUNCTION,ni,
ni,CONJUNCTION,ni,
o,CONJUNCTION,o,
pero,CONJUNCTION,pero,
porque,CONJUNCTION,porque,
o,CONJUNCTION,o,
u,CONJUNCTION,u,
y,CONJUNCTION,y,
abril,DATE,[DATE],
agosto,DATE,[DATE],
diciembre,DATE,[DATE],
enero,DATE,[DATE],
febrero,DATE,[DATE],
julio,DATE,[DATE],
junio,DATE,[DATE],
marzo,DATE,[DATE],
mayo,DATE,[DATE],
noviembre,DATE,[DATE],
octubre,DATE,[DATE],
septiembre,DATE,[DATE],
siglo,DATE,[DATE],
algún,DETERMINER,alguno,
algunas,DETERMINER,alguno,
alguno,DETERMINER,alguno,
algunos,DETERMINER,alguno,
ambos,DETERMINER,ambos,
propio,DETERMINER,propio,
aquel,DETERMINER,aquel,
aquella,DETERMINER,aquel,
aquellos,DETERMINER,aquel,
cada,DETERMINER,cada,
cada,DETERMINER,cada,
catorce,DETERMINER,catorce,
cinco,DETERMINER,cinco,
media,DETERMINER,medio,
cualquier,DETERMINER,cualquiera,
cuatro,DETERMINER,cuatro,
el,DETERMINER,el,
otro,DETERMINER,otro,
todos,DETERMINER,todo,
demasiados,DETERMINER,demasiado,
diez,DETERMINER,diez,
diferentes,DETERMINER,diferente,
distintas,DETERMINER,distinto,
distintos,DETERMINER,distinto,
diversas,DETERMINER,diverso,
diversos,DETERMINER,diverso,
doce,DETERMINER,doce,
dos,DETERMINER,dos,
dos,DETERMINER,dos,
media,DETERMINER,medio,
el,DETERMINER,el,
el,DETERMINER,el,
el,DETERMINER,el,
otro,DETERMINER,otro,
esa,DETERMINER,ese,
escasa,ADJECTIVE,escaso,
escasos,ADJECTIVE,escaso,
ese,DETERMINER,ese,
esos,DETERMINER,ese,
esta,DETERMINER,este,
estas,DETERMINER,este,
este,DETERMINER,este,
lo,DETERMINER,el,
la,DETERMINER,el,
la,DETERMINER,el,
las,DETERMINER,el,
lo,DETERMINER,el,
lo,DETERMINER,el,
lo,DETERMINER,el,
mismo,DETERMINER,mismo,
los,DETERMINER,el,
media,DETERMINER,medio,
mi,DETERMINER,mi,
mi,DETERMINER,mi,
mi,DETERMINER,mi,
mi,DETERMINER,mi,
mi,DETERMINER,mi,
mía,DETERMINER,mío,
mío,DETERMINER,mío,
míos,DETERMINER,mío,
mismo,DETERMINER,mismo,
mucha,DETERMINER,mucho,
mucha,DETERMINER,mucho,
muchas,DETERMINER,mucho,
muchas,DETERMINER,mucho,
muchos,DETERMINER,mucho,
ninguna,DETERMINER,ninguno,
nuestra,DETERMINER,nuestro,
nuestro,DETERMINER,nuestro,
nuestros,DETERMINER,nuestro,
nueve,DETERMINER,nueve,
ocho,DETERMINER,ocho,
once,DETERMINER,once,
otra,DETERMINER,otro,
otra,DETERMINER,otro,
otras,DETERMINER,otro,
otro,DETERMINER,otro,
otros,DETERMINER,otro,
todos,DETERMINER,todo,
poca,DETERMINER,poco,
pocas,DETERMINER,poco,
pocos,DETERMINER,poco,
propia,DETERMINER,propio,
propio,DETERMINER,propio,
propios,DETERMINER,propio,
quince,DETERMINER,quince,
la,DETERMINER,el,
seis,DETERMINER,seis,
semejante,DETERMINER,semejante,
siete,DETERMINER,siete,
suyo,DETERMINER,suyo,
tal,DETERMINER,tal,
tantos,DETERMINER,tanto,
toda,DETERMINER,todo,
todas,DETERMINER,todo,
todo,DETERMINER,todo,
todos,DETERMINER,todo,
trece,DETERMINER,trece,
tres,DETERMINER,tres,
triple,DETERMINER,triple,
tu,DETERMINER,tu,
tuya,DETERMINER,tuyo,
tuyo,DETERMINER,tuyo,
un,DETERMINER,uno,
un,DETERMINER,uno,
una,DETERMINER,uno,
mismo,DETERMINER,mismo,
unos,DETERMINER,uno,
varias,DETERMINER,varios,
varios,DETERMINER,varios,
veinte,DETERMINER,veinte,
adiós,INTERJECTION,adiós,
ay,INTERJECTION,ay,
bueno,ADJECTIVE,buen,
fantástico,INTERJECTION,fantástico,
hola,INTERJECTION,hola,
joder,INTERJECTION,joder,
bueno,INTERJECTION,bueno,
oh,INTERJECTION,oh,
ojalá,INTERJECTION,ojalá,
ta,INTERJECTION,ta,
abandono,NOUN,abandono,
abanico,NOUN,abanico,
abarca,NOUN,abarca,
abdomen,NOUN,abdomen,
abecedario,NOUN,abecedario,
abedul,NOUN,abedul,
abeja,NOUN,abeja,
abejas,NOUN,abeja,
abejorro,NOUN,abejorro,
abertura,NOUN,abertura,
abeto,NOUN,abeto,
abismo,NOUN,abismo,
abogacía,NOUN,abogacía,
abogado,NOUN,abogado,
abogados,NOUN,abogado,
abolengo,NOUN,abolengo,
abombado,NOUN,abombado,
abono,NOUN,abono,
aborto,NOUN,aborto,
abra,NOUN,abra,
abrazo,NOUN,abrazo,
abrazos,NOUN,abrazo,
abrelatas,NOUN,abrelatas,
abrigado,NOUN,abrigado,
abrigo,NOUN,abrigo,
abrigos,NOUN,abrigo,
abstracción,NOUN,abstracción,
abuela,NOUN,abuelo,H
abuelas,NOUN,abuelo,H
abuelo,NOUN,abuelo,H
abuelos,NOUN,abuelo,H
abulia,NOUN,abulia,
abundancia,NOUN,abundancia,
aburrimiento,NOUN,aburrimiento,
abuso,NOUN,abuso,
abusos,NOUN,abuso,
academia,NOUN,academia,
acantilado,NOUN,acantilado,
acatamiento,NOUN,acatamiento,
accesibilidad,NOUN,accesibilidad,
acceso,NOUN,acceso,
accesorio,NOUN,accesorio,
accidente,NOUN,accidente,
accidentes,NOUN,accidente,
acción,NOUN,acción,
acciones,NOUN,acción,
acecho,NOUN,acecho,
aceite,NOUN,aceite,
aceituna,NOUN,aceituna,
aceitunas,NOUN,aceituna,
aceleración,NOUN,aceleración,
acelga,NOUN,acelga,
acento,NOUN,acento,
aceptación,NOUN,aceptación,
acera,NOUN,acera,
acercamiento,NOUN,acercamiento,
acero,NOUN,acero,
acertijo,NOUN,acertijo,
achique,NOUN,achique,
acidez,NOUN,acidez,
acierto,NOUN,acierto,
aciertos,NOUN,acierto,
aclaración,NOUN,aclaración,
acné,NOUN,acné,
acolchado,NOUN,acolchado,
acomodo,NOUN,acomodo,
acompañamiento,NOUN,acompañamiento,
acompañante,NOUN,acompañante,
acondicionado,NOUN,acondicionado,
acontecimiento,NOUN,acontecimiento,
acontecimientos,NOUN,acontecimiento,
acopio,NOUN,acopio,
acorde,NOUN,acorde,
acordeón,NOUN,acordeón,
acordes,NOUN,acorde,
acosador,NOUN,acosador,
acoso,NOUN,acoso,
acre,NOUN,acre,
acta,NOUN,acta,
actitud,NOUN,actitud,
actitudes,NOUN,actitud,
actividad,NOUN,actividad,
actividad,NOUN,actividad,
actividades,NOUN,actividad,
acto,NOUN,acto,
actor,NOUN,actor,H
actores,NOUN,actor,H
actos,NOUN,acto,
actriz,NOUN,actor,H
actuación,NOUN,actuación,
actualidad,NOUN,actualidad,
actualización,NOUN,actualización,
acuario,NOUN,acuario,
acuerdo,NOUN,acuerdo,
acuerdos,NOUN,acuerdo,
acumulación,NOUN,acumulación,
acusación,NOUN,acusación,
acuse,NOUN,acuse,
adaptación,NOUN,adaptación,
adelanto,NOUN,adelanto,
aderezo,NOUN,aderezo,
adicción,NOUN,adicción,
adicciones,NOUN,adicción,
adición,NOUN,adición,
adicto,NOUN,adicto,
adivinanza,NOUN,adivinanza,
adivino,NOUN,adivino,
adjetivo,NOUN,adjetivo,
administración,NOUN,administración,
admiración,NOUN,admiración,
adn,NOUN,adn,
adobe,NOUN,adobe,
adoctrinamiento,NOUN,adoctrinamiento,
adolescencia,NOUN,adolescencia,
adolescentes,NOUN,adolescente,
adoración,NOUN,adoración,
adornado,NOUN,adornado,
adorno,NOUN,adorno,
adornos,NOUN,adorno,
adquisición,NOUN,adquisición,
adrenalina,NOUN,adrenalina,
adulterio,NOUN,adulterio,
adultez,NOUN,adultez,
adultos,NOUN,adulto,H
adverbio,NOUN,adverbio,
adversario,NOUN,adversario,
adversidad,NOUN,adversidad,
advertencia,NOUN,advertencia,
aeropuerto,NOUN,aeropuerto,
aerosol,NOUN,aerosol,
afán,NOUN,afán,
afección,NOUN,afección,
afecto,NOUN,afecto,
afectos,NOUN,afecto,
afiche,NOUN,afiche,
afición,NOUN,afición,
afinidad,NOUN,afinidad,
afirmación,NOUN,afirmación,
aflicción,NOUN,aflicción,
áfrica,NOUN,áfrica,
agarre,NOUN,agarre,
agasajo,NOUN,agasajo,
agencia,NOUN,agencia,
agenda,NOUN,agenda,
agendar,NOUN,agendar,
agente,NOUN,agente,
agilidad,NOUN,agilidad,
agitación,NOUN,agitación,
aglomeración,NOUN,aglomeración,
agobio,NOUN,agobio,
agonía,NOUN,agonía,
agotamiento,NOUN,agotamiento,
agradecimiento,NOUN,agradecimiento,
agrado,NOUN,agrado,
agravio,NOUN,agravio,
agresión,NOUN,agresión,
agresividad,NOUN,agresividad,
agresor,NOUN,agresor,
agricultor,NOUN,agricultor,
agricultura,NOUN,agricultura,
agrimensor,NOUN,agrimensor,
agro,NOUN,agro,
agrupación,NOUN,agrupación,
agua,NOUN,agua,
aguado,NOUN,aguado,
aguanieve,NOUN,aguanieve,
aguante,NOUN,aguante,
aguas,NOUN,agua,
agudeza,NOUN,agudeza,
agüero,NOUN,agüero,
aguijón,NOUN,aguijón,
águila,NOUN,águila,
aguinaldo,NOUN,aguinaldo,
aguja,NOUN,aguja,
agujas,NOUN,aguja,
agujero,NOUN,agujero,
agujeros,NOUN,agujero,
ahogamiento,NOUN,ahogamiento,
ahogo,NOUN,ahogo,
ahorro,NOUN,ahorro,
ahorros,NOUN,ahorro,
aire,NOUN,aire,
aire,NOUN,aire,
aire,NOUN,aire,
aislamiento,NOUN,aislamiento,
ajedrez,NOUN,ajedrez,
ají,NOUN,ají,
ajo,NOUN,ajo,
ajuste,NOUN,ajuste,
fin,NOUN,fin,
lado,NOUN,lado,
pedo,NOUN,pedo,
ala,NOUN,ala,
alabado,NOUN,alabado,
alabanza,NOUN,alabanza,
alacena,NOUN,alacena,
alacrán,NOUN,alacrán,
aladín,NOUN,aladín,
alambre,NOUN,alambre,
alarma,NOUN,alarma,
alas,NOUN,ala,
alba,NOUN,alba,
albañil,NOUN,albañil,
albedrío,NOUN,albedrío,
albergue,NOUN,albergue,
alboroto,NOUN,alboroto,
álbum,NOUN,álbum,
alcahuete,NOUN,alcahuete,
alcalde,NOUN,alcalde,
alcance,NOUN,alcance,
alcancía,NOUN,alcancía,
alcaucil,NOUN,alcaucil,
alce,NOUN,alce,
alcohol,NOUN,alcohol,
alcurnia,NOUN,alcurnia,
aldea,NOUN,aldea,
aleación,NOUN,aleación,
alegra,NOUN,alegra,
alegría,NOUN,alegría,
alegrías,NOUN,alegría,
alejamiento,NOUN,alejamiento,
alemania,NOUN,alemania,
alergia,NOUN,alergia,
alergias,NOUN,alergia,
alerta,NOUN,alerta,
aleta,NOUN,aleta,
alfa,NOUN,alfa,
alfabeto,NOUN,alfabeto,
alfajor,NOUN,alfajor,
alfajores,NOUN,alfajor,
alfarero,NOUN,alfarero,
alfil,NOUN,alfil,
alfiler,NOUN,alfiler,
alfombra,NOUN,alfombra,
alga,NOUN,alga,
algarabía,NOUN,algarabía,
algas,NOUN,alga,
álgebra,NOUN,álgebra,
algodón,NOUN,algodón,
algoritmo,NOUN,algoritmo,
alguacil,NOUN,alguacil,
alhaja,NOUN,alhaja,
alhajas,NOUN,alhaja,
aliado,NOUN,aliado,
alianza,NOUN,alianza,
alias,NOUN,alias,
alicia,NOUN,alicia,
alien,NOUN,alien,
alienación,NOUN,alienación,
aliens,NOUN,aliens,
aliento,NOUN,aliento,
alimentación,NOUN,alimentación,
alimento,NOUN,alimento,
alimentos,NOUN,alimento,
alivio,NOUN,alivio,
aljibe,NOUN,aljibe,
alma,NOUN,alma,
almacén,NOUN,almacén,
almacenamiento,NOUN,almacenamiento,
almanaque,NOUN,almanaque,
almas,NOUN,alma,
almeja,NOUN,almeja,
almendra,NOUN,almendra,
almirante,NOUN,almirante,
almohada,NOUN,almohada,
almohadón,NOUN,almohadón,
almuerzo,NOUN,almuerzo,
alocución,NOUN,alocución,
alojamiento,NOUN,alojamiento,
alquiler,NOUN,alquiler,
sociedad,NOUN,sociedad,
altanería,NOUN,altanería,
altar,NOUN,altar,
alteración,NOUN,alteración,
alternativa,NOUN,alternativa,
altiplano,NOUN,altiplano,
altitud,NOUN,altitud,
altruismo,NOUN,altruismo,
altura,NOUN,altura,
alturas,NOUN,altura,
aluminio,NOUN,aluminio,
alumno,NOUN,alumno,
alumnos,NOUN,alumno,
alusión,NOUN,alusión,
alzheimer,NOUN,alzheimer,
ama,NOUN,ama,
ama,NOUN,ama,
casa,NOUN,casa,
amabilidad,NOUN,amabilidad,
amada,ADJECTIVE,amado,
amados,ADJECTIVE,amado,
amanecer,NOUN,amanecer,
amante,NOUN,amante,
amantes,NOUN,amante,
amapola,NOUN,amapola,
amargura,NOUN,amargura,
amarillo,ADJECTIVE,amarillo,
amarillos,NOUN,amarillo,
amarre,NOUN,amarre,
amazonas,NOUN,amazonas,
ambición,NOUN,ambición,
ambiente,NOUN,ambiente,
ambigüedad,NOUN,ambigüedad,
ámbito,NOUN,ámbito,
ambulancia,NOUN,ambulancia,
ameba,NOUN,ameba,
amenaza,NOUN,amenaza,
américa,NOUN,américa,
americanos,NOUN,americano,
ametralladora,NOUN,ametralladora,
amiga,NOUN,amigo,H
amigas,NOUN,amigo,H
amigo,NOUN,amigo,H
amigos,NOUN,amigo,H
amistad,NOUN,amistad,
amistades,NOUN,amistad,
amnesia,NOUN,amnesia,
amontonamiento,NOUN,amontonamiento,
amor,NOUN,amor,
amor,NOUN,amor,
amores,NOUN,amor,
ampara,NOUN,ampara,
amparo,NOUN,amparo,
amplitud,NOUN,amplitud,
ampolla,NOUN,ampolla,
amuleto,NOUN,amuleto,
ana,NOUN,ana,
anaconda,NOUN,anaconda,
análisis,NOUN,análisis,
analista,NOUN,analista,
ananá,NOUN,ananá,
anarquía,NOUN,anarquía,
anarquismo,NOUN,anarquismo,
anatema,NOUN,anatema,
anatomía,NOUN,anatomía,
ancestro,NOUN,ancestro,
ancestros,NOUN,ancestro,
anciana,NOUN,anciano,H
anciano,NOUN,anciano,H
ancianos,NOUN,anciano,H
ancla,NOUN,ancla,
andes,NOUN,andes,
andrés,NOUN,andrés,
anécdota,NOUN,anécdota,
anécdotas,NOUN,anécdota,
anemia,NOUN,anemia,
anestesia,NOUN,anestesia,
anexo,NOUN,anexo,
anfitrión,NOUN,anfitrión,
ángel,NOUN,ángel,
ángeles,NOUN,ángeles,
anguila,NOUN,anguila,
ángulo,NOUN,ángulo,
ángulos,NOUN,ángulo,
angustia,NOUN,angustia,
angustias,NOUN,angustia,
anhelo,NOUN,anhelo,
anhelos,NOUN,anhelo,
anillo,NOUN,anillo,
anillos,NOUN,anillo,
ánima,NOUN,ánima,
animación,NOUN,animación,
animal,NOUN,animal,
animales,NOUN,animal,
ánimo,NOUN,ánimo,
animosidad,NOUN,animosidad,
